Week,Tier,#,Player 1,Player 2,Date,Completed by,Game,Goal,Source goal,Time (mins),Completed at (mins into match),Order,Square type,Start VOD link,End VOD link,Match link,Created unixtime
Week 3,A,2,ivanilos,Uncle Slam,3/19/2026,Uncle Slam,Ninpek,"NINPEK: Score 18,000+ points","NINPEK: Score 18,000+ points",6.2,52.3,13,Diagonal,https://youtu.be/d1_xgGWpFeg?t=8832,https://youtu.be/d1_xgGWpFeg?t=9207,https://ufo50.bingo/match/89QB69LMTJ2Vf0ikP70oMA,1773949323
Week 3,A,2,ivanilos,Uncle Slam,3/19/2026,,General,Cherry disk 3 games on this card,Cherry disk {{cherry_count}} games on this card,,,,Other,,,https://ufo50.bingo/match/89QB69LMTJ2Vf0ikP70oMA,1773949323
Week 3,A,2,ivanilos,Uncle Slam,3/19/2026,ivanilos,Hyper Contender,HYPER CONTENDER: Beat Draft Mode (Default ring settings),HYPER CONTENDER: Beat Draft Mode (Default ring settings),9.6,11.3,6,Diagonal,https://youtu.be/d1_xgGWpFeg?t=6167,https://youtu.be/d1_xgGWpFeg?t=6743,https://ufo50.bingo/match/89QB69LMTJ2Vf0ikP70oMA,1773949323
Week 3,A,2,ivanilos,Uncle Slam,3/19/2026,ivanilos,Mooncat,MOONCAT: Use 3 warps,MOONCAT: Use 3 warps,1.7,1.7,1,Other,https://youtu.be/d1_xgGWpFeg?t=6067,https://youtu.be/d1_xgGWpFeg?t=6167,https://ufo50.bingo/match/89QB69LMTJ2Vf0ikP70oMA,1773949323
Week 3,A,2,ivanilos,Uncle Slam,3/19/2026,Uncle Slam,General,Beat 2 levels in 6 games on this card,Beat 2 levels in 6 games on this card,1.4,83.2,20,Diagonal,https://youtu.be/d1_xgGWpFeg?t=10971,https://youtu.be/d1_xgGWpFeg?t=11057,https://ufo50.bingo/match/89QB69LMTJ2Vf0ikP70oMA,1773949323
Week 3,A,2,ivanilos,Uncle Slam,3/19/2026,,Quibble Race,"QUIBBLE RACE: WILD-BETS allowed; have $25,000+","QUIBBLE RACE: WILD-BETS allowed; have $25,000+",,,,Other,,,https://ufo50.bingo/match/89QB69LMTJ2Vf0ikP70oMA,1773949323
Week 3,A,2,ivanilos,Uncle Slam,3/19/2026,Uncle Slam,Vainger,VAINGER: Defeat a boss,VAINGER: Defeat a boss,2.1,6.4,4,Other,https://youtu.be/d1_xgGWpFeg?t=6327,https://youtu.be/d1_xgGWpFeg?t=6451,https://ufo50.bingo/match/89QB69LMTJ2Vf0ikP70oMA,1773949323
Week 3,A,2,ivanilos,Uncle Slam,3/19/2026,,Mortol,MORTOL: OPEN-TOMB allowed; beat all World 3 & World 4 levels,MORTOL: OPEN-TOMB allowed; beat all World 3 & World 4 levels,,,,Other,,,https://ufo50.bingo/match/89QB69LMTJ2Vf0ikP70oMA,1773949323
Week 3,A,2,ivanilos,Uncle Slam,3/19/2026,Uncle Slam,Rock On! Island,ROCK ON! ISLAND: CLUB-PASS allowed; beat Jungle Rush,ROCK ON! ISLAND: CLUB-PASS allowed; beat Jungle Rush,0,46.1,12,Diagonal,https://youtu.be/d1_xgGWpFeg?t=8832,https://youtu.be/d1_xgGWpFeg?t=8832,https://ufo50.bingo/match/89QB69LMTJ2Vf0ikP70oMA,1773949323
Week 3,B1,,Domme,WinnerBit,3/19/2026,Domme,Bug Hunter,BUG HUNTER: WORK-LESS allowed; complete Job 8,BUG HUNTER: WORK-LESS allowed; complete Job 8,13.7,22.1,7,Diagonal,https://youtu.be/JgwV_npl7W4?t=1509,https://youtu.be/JgwV_npl7W4?t=2331,https://ufo50.bingo/match/i0TbUPggSBm0IuwQTzDr8w,1773965430
Week 3,B1,,Domme,WinnerBit,3/19/2026,WinnerBit,Paint Chase,PAINT CHASE: EVEN-COAT allowed; Pass courses 18-25,PAINT CHASE: EVEN-COAT allowed; Pass courses 18-25,8.1,49.3,18,Other,https://youtu.be/JgwV_npl7W4?t=3477,https://youtu.be/JgwV_npl7W4?t=3961,https://ufo50.bingo/match/i0TbUPggSBm0IuwQTzDr8w,1773965430
Week 3,B1,,Domme,WinnerBit,3/19/2026,WinnerBit,Overbold,OVERBOLD: Complete a wave with $800+ stakes without shooting,OVERBOLD: Complete a wave with $800+ stakes without shooting,2.8,31.3,12,Other,https://youtu.be/JgwV_npl7W4?t=2718,https://youtu.be/JgwV_npl7W4?t=2886,https://ufo50.bingo/match/i0TbUPggSBm0IuwQTzDr8w,1773965430
Week 3,B1,,Domme,WinnerBit,3/19/2026,Domme,Mini & Max,MINI & MAX: Collect the reward from 2 spiders' quests,MINI & MAX: Collect the reward from 2 spiders' quests,3.3,30.3,11,Other,https://youtu.be/JgwV_npl7W4?t=2622,https://youtu.be/JgwV_npl7W4?t=2820,https://ufo50.bingo/match/i0TbUPggSBm0IuwQTzDr8w,1773965430
Week 3,B1,,Domme,WinnerBit,3/19/2026,,General,"DAY JOB: Beat 9 levels across Rail Heist, Onion Delivery, and Bug Hunter","DAY JOB: Beat 9 levels across Rail Heist, Onion Delivery, and Bug Hunter",,,,Diagonal,,,https://ufo50.bingo/match/i0TbUPggSBm0IuwQTzDr8w,1773965430
Week 3,B1,,Domme,WinnerBit,3/19/2026,,Grimstone,GRIMSTONE: Collect the money from the burned house,GRIMSTONE: Collect the money from the burned house,,,,Other,,,https://ufo50.bingo/match/i0TbUPggSBm0IuwQTzDr8w,1773965430
Week 3,B1,,Domme,WinnerBit,3/19/2026,WinnerBit,Onion Delivery,ONION DELIVERY: Deliver 8 onions and complete the day,ONION DELIVERY: Deliver 8 onions and complete the day,1.8,20.1,6,Diagonal,https://youtu.be/JgwV_npl7W4?t=2100,https://youtu.be/JgwV_npl7W4?t=2210,https://ufo50.bingo/match/i0TbUPggSBm0IuwQTzDr8w,1773965430
Week 3,B1,,Domme,WinnerBit,3/19/2026,,General,Defeat 8 bosses from games on this card,Defeat 8 bosses from games on this card,,,,Other,,,https://ufo50.bingo/match/i0TbUPggSBm0IuwQTzDr8w,1773965430
Week 3,B1,,Domme,WinnerBit,3/19/2026,WinnerBit,Overbold,OVERBOLD: Cherry Disk,OVERBOLD: Cherry Disk,4,35.3,14,Diagonal,https://youtu.be/JgwV_npl7W4?t=2886,https://youtu.be/JgwV_npl7W4?t=3124,https://ufo50.bingo/match/i0TbUPggSBm0IuwQTzDr8w,1773965430
Week 3,B1,,Domme,WinnerBit,3/19/2026,Domme,Divers,DIVERS: Defeat 5 unique enemy types,DIVERS: Defeat 5 unique enemy types,5.6,37.7,15,Other,https://youtu.be/JgwV_npl7W4?t=2936,https://youtu.be/JgwV_npl7W4?t=3270,https://ufo50.bingo/match/i0TbUPggSBm0IuwQTzDr8w,1773965430
Week 3,B1,,Domme,WinnerBit,3/19/2026,WinnerBit,General,Collect 6 gifts from games on this card,Collect {{gift_count}} gifts from games on this card,4.9,28.6,10,Other,https://youtu.be/JgwV_npl7W4?t=2427,https://youtu.be/JgwV_npl7W4?t=2718,https://ufo50.bingo/match/i0TbUPggSBm0IuwQTzDr8w,1773965430
Week 3,B1,,Domme,WinnerBit,3/19/2026,Domme,Attactics,ATTACTICS: Use SLOW-DOWN; win a rank 160 battle after spawning at least 2 heroes,ATTACTICS: Use SLOW-DOWN; win a rank 160 battle after spawning at least 2 heroes,13.8,51.6,19,Other,https://youtu.be/JgwV_npl7W4?t=3270,https://youtu.be/JgwV_npl7W4?t=4100,https://ufo50.bingo/match/i0TbUPggSBm0IuwQTzDr8w,1773965430
Week 3,B1,,Domme,WinnerBit,3/19/2026,WinnerBit,Waldorf's Journey,WALDORF'S JOURNEY: Enter the palace without collecting any puffins,WALDORF'S JOURNEY: Enter the palace without collecting any puffins,1.8,1.8,1,Center,https://youtu.be/JgwV_npl7W4?t=1005,https://youtu.be/JgwV_npl7W4?t=1115,https://ufo50.bingo/match/i0TbUPggSBm0IuwQTzDr8w,1773965430
Week 3,B1,,Domme,WinnerBit,3/19/2026,Domme,Hyper Contender,HYPER CONTENDER: Beat Draft Mode (Default ring settings),HYPER CONTENDER: Beat Draft Mode (Default ring settings),4.8,26.9,9,Other,https://youtu.be/JgwV_npl7W4?t=2331,https://youtu.be/JgwV_npl7W4?t=2622,https://ufo50.bingo/match/i0TbUPggSBm0IuwQTzDr8w,1773965430
Week 3,B1,,Domme,WinnerBit,3/19/2026,Domme,Camouflage,"CAMOUFLAGE: FORM-ELDA allowed; Beat levels 4, 6, and 7","CAMOUFLAGE: FORM-ELDA allowed; Beat levels {{camo_easy}}, {{camo_easy}}, and {{camo_easy}}",1.9,32.2,13,Other,https://youtu.be/JgwV_npl7W4?t=2820,https://youtu.be/JgwV_npl7W4?t=2936,https://ufo50.bingo/match/i0TbUPggSBm0IuwQTzDr8w,1773965430
Week 3,B1,,Domme,WinnerBit,3/19/2026,WinnerBit,Quibble Race,QUIBBLE RACE: Win 3 bets on Quibbles with a 5:1 or higher payout,QUIBBLE RACE: Win 3 bets on Quibbles with a 5:1 or higher payout,3.6,23.7,8,Other,https://youtu.be/JgwV_npl7W4?t=2210,https://youtu.be/JgwV_npl7W4?t=2427,https://ufo50.bingo/match/i0TbUPggSBm0IuwQTzDr8w,1773965430
Week 3,B1,,Domme,WinnerBit,3/19/2026,WinnerBit,Velgress,VELGRESS: Beat level 2 while stepping on every bomb block,VELGRESS: Beat level 2 while stepping on every bomb block,3.7,39.1,16,Diagonal,https://youtu.be/JgwV_npl7W4?t=3124,https://youtu.be/JgwV_npl7W4?t=3349,https://ufo50.bingo/match/i0TbUPggSBm0IuwQTzDr8w,1773965430
Week 3,B1,,Domme,WinnerBit,3/19/2026,Domme,Rakshasa,RAKSHASA: Destroy 4 bug nests with your weapon in one run,RAKSHASA: Destroy 4 bug nests with your weapon in one run,3.2,6.6,4,Other,https://youtu.be/JgwV_npl7W4?t=1207,https://youtu.be/JgwV_npl7W4?t=1400,https://ufo50.bingo/match/i0TbUPggSBm0IuwQTzDr8w,1773965430
Week 3,B1,,Domme,WinnerBit,3/19/2026,WinnerBit,General,Beat 4 levels in 5 games on this card,Beat 4 levels in 5 games on this card,2.2,68.8,22,Diagonal,https://youtu.be/JgwV_npl7W4?t=5002,https://youtu.be/JgwV_npl7W4?t=5132,https://ufo50.bingo/match/i0TbUPggSBm0IuwQTzDr8w,1773965430
Week 3,B1,,Domme,WinnerBit,3/19/2026,WinnerBit,Caramel Caramel,"CARAMEL CARAMEL: Score 100,000+ points or Gold disk","CARAMEL CARAMEL: Score 100,000+ points or Gold disk",17.3,66.6,21,Other,https://youtu.be/JgwV_npl7W4?t=3961,https://youtu.be/JgwV_npl7W4?t=5002,https://ufo50.bingo/match/i0TbUPggSBm0IuwQTzDr8w,1773965430
Week 3,B1,,Domme,WinnerBit,3/19/2026,Domme,Rock On! Island,ROCK ON! ISLAND: Have all 6 fully upgraded cavemen types at once (no villages),ROCK ON! ISLAND: Have all 6 fully upgraded cavemen types at once (no villages),3.4,3.4,2,Diagonal,https://youtu.be/JgwV_npl7W4?t=1005,https://youtu.be/JgwV_npl7W4?t=1207,https://ufo50.bingo/match/i0TbUPggSBm0IuwQTzDr8w,1773965430
Week 3,B1,,Domme,WinnerBit,3/19/2026,WinnerBit,General,Cherry disk 3 games on this card,Cherry disk {{cherry_count}} games on this card,2.1,41.2,17,Other,https://youtu.be/JgwV_npl7W4?t=3349,https://youtu.be/JgwV_npl7W4?t=3477,https://ufo50.bingo/match/i0TbUPggSBm0IuwQTzDr8w,1773965430
Week 3,B1,,Domme,WinnerBit,3/19/2026,WinnerBit,Magic Garden,MAGIC GARDEN: Obtain a score multiplier of 8x,MAGIC GARDEN: Obtain a score multiplier of 8x,2.2,4,3,Other,https://youtu.be/JgwV_npl7W4?t=1115,https://youtu.be/JgwV_npl7W4?t=1247,https://ufo50.bingo/match/i0TbUPggSBm0IuwQTzDr8w,1773965430
Week 3,B1,,Domme,WinnerBit,3/19/2026,Domme,Vainger,VAINGER: Collect 5 pickups,VAINGER: Collect 5 pickups,5.3,56.9,20,Other,https://youtu.be/JgwV_npl7W4?t=4100,https://youtu.be/JgwV_npl7W4?t=4419,https://ufo50.bingo/match/i0TbUPggSBm0IuwQTzDr8w,1773965430
Week 3,B1,,Domme,WinnerBit,3/19/2026,WinnerBit,Quibble Race,QUIBBLE RACE: Win 5 bets,QUIBBLE RACE: Win 5 bets,14.2,18.2,5,Diagonal,https://youtu.be/JgwV_npl7W4?t=1247,https://youtu.be/JgwV_npl7W4?t=2100,https://ufo50.bingo/match/i0TbUPggSBm0IuwQTzDr8w,1773965430
Week 3,B1,,adoor,tutes,3/19/2026,adoor,Kick Club,"KICK CLUB: Defeat the Goalie, then the Net in Ice World","KICK CLUB: Defeat the Goalie, then the Net in Ice World",10.6,63.3,19,Diagonal,https://youtu.be/uTSj2zsa0YQ?t=3733,https://youtu.be/uTSj2zsa0YQ?t=4368,https://ufo50.bingo/match/Z_EuiXvKRbOAhxt3CVYZww,1773965774
Week 3,B1,,adoor,tutes,3/19/2026,adoor,General,Collect 6 gifts from games on this card,Collect {{gift_count}} gifts from games on this card,18.6,32.4,8,Other,https://youtu.be/uTSj2zsa0YQ?t=1400,https://youtu.be/uTSj2zsa0YQ?t=2517,https://ufo50.bingo/match/Z_EuiXvKRbOAhxt3CVYZww,1773965774
Week 3,B1,,adoor,tutes,3/19/2026,adoor,Elfazar's Hat,ELFAZAR'S HAT: Earn an extra life in the bonus round,ELFAZAR'S HAT: Earn an extra life in the bonus round,5.8,7.7,3,Other,https://youtu.be/uTSj2zsa0YQ?t=687,https://youtu.be/uTSj2zsa0YQ?t=1036,https://ufo50.bingo/match/Z_EuiXvKRbOAhxt3CVYZww,1773965774
Week 3,B1,,adoor,tutes,3/19/2026,tutes,Bug Hunter,BUG HUNTER: Use GOOD-JOBS; Beat Job 1 on 958278,BUG HUNTER: Use GOOD-JOBS; Beat Job 1 on {{dig1}}{{dig2}}{{dig3}}{{dig4}}{{dig5}}{{dig6}},12.1,39.6,10,Other,https://youtu.be/uTSj2zsa0YQ?t=2225,https://youtu.be/uTSj2zsa0YQ?t=2949,https://ufo50.bingo/match/Z_EuiXvKRbOAhxt3CVYZww,1773965774
Week 3,B1,,adoor,tutes,3/19/2026,adoor,Campanella 2,CAMPANELLA 2: Obtain the Talisman (Cross) item,CAMPANELLA 2: Obtain the Talisman (Cross) item,4.4,42.3,11,Diagonal,https://youtu.be/uTSj2zsa0YQ?t=2849,https://youtu.be/uTSj2zsa0YQ?t=3112,https://ufo50.bingo/match/Z_EuiXvKRbOAhxt3CVYZww,1773965774
Week 3,B1,,adoor,tutes,3/19/2026,tutes,Lords of Diskonia,LORDS OF DISKONIA: Have 5 enemy disks drown,LORDS OF DISKONIA: Have 5 enemy disks drown,4.8,16.1,6,Other,https://youtu.be/uTSj2zsa0YQ?t=1252,https://youtu.be/uTSj2zsa0YQ?t=1541,https://ufo50.bingo/match/Z_EuiXvKRbOAhxt3CVYZww,1773965774
Week 3,B1,,adoor,tutes,3/19/2026,tutes,Magic Garden,MAGIC GARDEN: Obtain a score multiplier of 8x,MAGIC GARDEN: Obtain a score multiplier of 8x,5.1,11.3,4,Diagonal,https://youtu.be/uTSj2zsa0YQ?t=946,https://youtu.be/uTSj2zsa0YQ?t=1252,https://ufo50.bingo/match/Z_EuiXvKRbOAhxt3CVYZww,1773965774
Week 3,B1,,adoor,tutes,3/19/2026,tutes,Golfaria,GOLFARIA: Obtain the Brakes,GOLFARIA: Obtain the Brakes,2.3,2.3,2,Other,https://youtu.be/uTSj2zsa0YQ?t=572,https://youtu.be/uTSj2zsa0YQ?t=713,https://ufo50.bingo/match/Z_EuiXvKRbOAhxt3CVYZww,1773965774
Week 3,B1,,adoor,tutes,3/19/2026,,Elfazar's Hat,ELFAZAR'S HAT: Clear Stage 3,ELFAZAR'S HAT: Clear Stage 3,,,,Diagonal,,,https://ufo50.bingo/match/Z_EuiXvKRbOAhxt3CVYZww,1773965774
Week 3,B1,,adoor,tutes,3/19/2026,adoor,General,"METROIDVANIA: Collect 6 abilities across Porgy, Vainger, and Golfaria","METROIDVANIA: Collect 6 abilities across Porgy, Vainger, and Golfaria",5.5,38,9,Other,https://youtu.be/uTSj2zsa0YQ?t=2517,https://youtu.be/uTSj2zsa0YQ?t=2849,https://ufo50.bingo/match/Z_EuiXvKRbOAhxt3CVYZww,1773965774
Week 3,B1,,adoor,tutes,3/19/2026,tutes,Seaside Drive,SEASIDE DRIVE: Beat Stage 2,SEASIDE DRIVE: Beat Stage 2,6.3,50.6,15,Other,https://youtu.be/uTSj2zsa0YQ?t=3229,https://youtu.be/uTSj2zsa0YQ?t=3607,https://ufo50.bingo/match/Z_EuiXvKRbOAhxt3CVYZww,1773965774
Week 3,B1,,adoor,tutes,3/19/2026,tutes,Party House,PARTY HOUSE: Beat 2 random scenarios in a row,PARTY HOUSE: Beat 2 random scenarios in a row,11.8,84.3,24,Other,https://youtu.be/uTSj2zsa0YQ?t=4922,https://youtu.be/uTSj2zsa0YQ?t=5630,https://ufo50.bingo/match/Z_EuiXvKRbOAhxt3CVYZww,1773965774
Week 3,B1,,adoor,tutes,3/19/2026,tutes,General,Cherry disk 2 games on this card,Cherry disk {{cherry_count}} games on this card,0,44.3,14,Center,https://youtu.be/uTSj2zsa0YQ?t=3228,https://youtu.be/uTSj2zsa0YQ?t=3229,https://ufo50.bingo/match/Z_EuiXvKRbOAhxt3CVYZww,1773965774
Week 3,B1,,adoor,tutes,3/19/2026,adoor,Combatants,COMBATANTS: Beat 2 levels,COMBATANTS: Beat 2 levels,9,51.3,16,Other,https://youtu.be/uTSj2zsa0YQ?t=3112,https://youtu.be/uTSj2zsa0YQ?t=3650,https://ufo50.bingo/match/Z_EuiXvKRbOAhxt3CVYZww,1773965774
Week 3,B1,,adoor,tutes,3/19/2026,tutes,Quibble Race,QUIBBLE RACE: Win 5 bets,QUIBBLE RACE: Win 5 bets,3.9,43.5,12,Other,https://youtu.be/uTSj2zsa0YQ?t=2949,https://youtu.be/uTSj2zsa0YQ?t=3183,https://ufo50.bingo/match/Z_EuiXvKRbOAhxt3CVYZww,1773965774
Week 3,B1,,adoor,tutes,3/19/2026,adoor,General,Beat 4 levels in 5 games on this card,Beat 4 levels in 5 games on this card,16.5,82.3,23,Other,https://youtu.be/uTSj2zsa0YQ?t=4521,https://youtu.be/uTSj2zsa0YQ?t=5513,https://ufo50.bingo/match/Z_EuiXvKRbOAhxt3CVYZww,1773965774
Week 3,B1,,adoor,tutes,3/19/2026,tutes,Valbrace,VALBRACE: Give the Red Knight 5 items,VALBRACE: Give the Red Knight 5 items,7.5,64.4,20,Diagonal,https://youtu.be/uTSj2zsa0YQ?t=3986,https://youtu.be/uTSj2zsa0YQ?t=4439,https://ufo50.bingo/match/Z_EuiXvKRbOAhxt3CVYZww,1773965774
Week 3,B1,,adoor,tutes,3/19/2026,tutes,Mortol,MORTOL: OPEN-TOMB allowed; clear any 3 levels with +12 lives or better on each,MORTOL: OPEN-TOMB allowed; clear any 3 levels with +12 lives or better on each,8.1,72.5,22,Other,https://youtu.be/uTSj2zsa0YQ?t=4439,https://youtu.be/uTSj2zsa0YQ?t=4922,https://ufo50.bingo/match/Z_EuiXvKRbOAhxt3CVYZww,1773965774
Week 3,B1,,adoor,tutes,3/19/2026,tutes,The Big Bell Race,THE BIG BELL RACE: Use KIWI-AURA; Win on 3 courses,THE BIG BELL RACE: Use KIWI-AURA; Win on 3 courses,6.3,56.9,18,Diagonal,https://youtu.be/uTSj2zsa0YQ?t=3607,https://youtu.be/uTSj2zsa0YQ?t=3986,https://ufo50.bingo/match/Z_EuiXvKRbOAhxt3CVYZww,1773965774
Week 3,B1,,adoor,tutes,3/19/2026,adoor,Velgress,VELGRESS: Gold disk with 50+ coins held,VELGRESS: Gold disk with 50+ coins held,2.5,65.8,21,Other,https://youtu.be/uTSj2zsa0YQ?t=4368,https://youtu.be/uTSj2zsa0YQ?t=4521,https://ufo50.bingo/match/Z_EuiXvKRbOAhxt3CVYZww,1773965774
Week 3,B1,,adoor,tutes,3/19/2026,tutes,Quibble Race,QUIBBLE RACE: Gold disk,QUIBBLE RACE: Gold disk,0.8,44.3,13,Diagonal,https://youtu.be/uTSj2zsa0YQ?t=3183,https://youtu.be/uTSj2zsa0YQ?t=3228,https://ufo50.bingo/match/Z_EuiXvKRbOAhxt3CVYZww,1773965774
Week 3,B1,,adoor,tutes,3/19/2026,adoor,Warptank,WARPTANK: Beat Healing Sector with your tank color changed,WARPTANK: Beat Healing Sector with your tank color changed,6.1,13.8,5,Other,https://youtu.be/uTSj2zsa0YQ?t=1036,https://youtu.be/uTSj2zsa0YQ?t=1400,https://ufo50.bingo/match/Z_EuiXvKRbOAhxt3CVYZww,1773965774
Week 3,B1,,adoor,tutes,3/19/2026,tutes,Waldorf's Journey,WALDORF'S JOURNEY: Enter the palace with 6 Puffins,WALDORF'S JOURNEY: Enter the palace with 6 Puffins,11.4,27.5,7,Other,https://youtu.be/uTSj2zsa0YQ?t=1541,https://youtu.be/uTSj2zsa0YQ?t=2225,https://ufo50.bingo/match/Z_EuiXvKRbOAhxt3CVYZww,1773965774
Week 3,B1,,adoor,tutes,3/19/2026,adoor,General,Defeat 2 bosses in 4 games on this card,Defeat 2 bosses in 4 games on this card,1.4,52.7,17,Other,https://youtu.be/uTSj2zsa0YQ?t=3650,https://youtu.be/uTSj2zsa0YQ?t=3733,https://ufo50.bingo/match/Z_EuiXvKRbOAhxt3CVYZww,1773965774
Week 3,B1,,adoor,tutes,3/19/2026,adoor,Star Waspir,STAR WASPIR: Complete wave 1 without defeating either boss enemy,STAR WASPIR: Complete wave 1 without defeating either boss enemy,1.9,1.9,1,Diagonal,https://youtu.be/uTSj2zsa0YQ?t=572,https://youtu.be/uTSj2zsa0YQ?t=687,https://ufo50.bingo/match/Z_EuiXvKRbOAhxt3CVYZww,1773965774
Week 3,B1,,Aranq,Rollnaway,3/19/2026,Aranq,Paint Chase,"PAINT CHASE: EVEN-COAT allowed; beat courses 16, 17, and 20 while destroying all spike mines","PAINT CHASE: EVEN-COAT allowed; beat courses 16, 17, and 20 while destroying all spike mines",5,9.4,4,Diagonal,,,https://ufo50.bingo/match/ojj9EhUQQKGMV03yl5Q9Gg,1773971987
Week 3,B1,,Aranq,Rollnaway,3/19/2026,Rollnaway,Barbuta,BARBUTA: Pay the hammer man to destroy the wall,BARBUTA: Pay the hammer man to destroy the wall,12.1,73.5,23,Other,,,https://ufo50.bingo/match/ojj9EhUQQKGMV03yl5Q9Gg,1773971987
Week 3,B1,,Aranq,Rollnaway,3/19/2026,Aranq,General,Beat 8 levels in 3 games on this card,Beat 8 levels in 3 games on this card,3.8,75.4,24,Other,,,https://ufo50.bingo/match/ojj9EhUQQKGMV03yl5Q9Gg,1773971987
Week 3,B1,,Aranq,Rollnaway,3/19/2026,Rollnaway,Mooncat,MOONCAT: Spawn 3 different sets of egg blocks,MOONCAT: Spawn 3 different sets of egg blocks,3.2,3.2,2,Other,,,https://ufo50.bingo/match/ojj9EhUQQKGMV03yl5Q9Gg,1773971987
Week 3,B1,,Aranq,Rollnaway,3/19/2026,Aranq,Magic Garden,"MAGIC GARDEN: Score 10,000+ points with fewer than 50 Oppies saved","MAGIC GARDEN: Score 10,000+ points with fewer than 50 Oppies saved",1.3,1.3,1,Diagonal,,,https://ufo50.bingo/match/ojj9EhUQQKGMV03yl5Q9Gg,1773971987
Week 3,B1,,Aranq,Rollnaway,3/19/2026,Aranq,General,Gold disk 4 games on this card,Gold disk {{gold_count}} games on this card,3.9,58.9,19,Other,,,https://ufo50.bingo/match/ojj9EhUQQKGMV03yl5Q9Gg,1773971987
Week 3,B1,,Aranq,Rollnaway,3/19/2026,Rollnaway,Cyber Owls,CYBER OWLS: Defeat 2 bosses,CYBER OWLS: Defeat 2 bosses,4.8,59.3,20,Diagonal,,,https://ufo50.bingo/match/ojj9EhUQQKGMV03yl5Q9Gg,1773971987
Week 3,B1,,Aranq,Rollnaway,3/19/2026,Rollnaway,Quibble Race,QUIBBLE RACE: Win 3 bets on Quibbles with a 5:1 or higher payout,QUIBBLE RACE: Win 3 bets on Quibbles with a 5:1 or higher payout,2.2,61.5,21,Other,,,https://ufo50.bingo/match/ojj9EhUQQKGMV03yl5Q9Gg,1773971987
Week 3,B1,,Aranq,Rollnaway,3/19/2026,Rollnaway,Barbuta,BARBUTA: Speak to 2 different Bean NPCs,BARBUTA: Speak to 2 different Bean NPCs,3.3,30.2,12,Diagonal,,,https://ufo50.bingo/match/ojj9EhUQQKGMV03yl5Q9Gg,1773971987
Week 3,B1,,Aranq,Rollnaway,3/19/2026,Aranq,Hot Foot,HOT FOOT: Beat round 4 using Benjy & Marc,HOT FOOT: Beat round 4 using {{hf_char}} & {{hf_char}},6.2,47,15,Other,,,https://ufo50.bingo/match/ojj9EhUQQKGMV03yl5Q9Gg,1773971987
Week 3,B1,,Aranq,Rollnaway,3/19/2026,Aranq,Warptank,WARPTANK: Collect 4 coffees outside the starting room,WARPTANK: Collect 4 coffees outside the starting room,12.7,71.6,22,Other,,,https://ufo50.bingo/match/ojj9EhUQQKGMV03yl5Q9Gg,1773971987
Week 3,B1,,Aranq,Rollnaway,3/19/2026,Rollnaway,Mooncat,MOONCAT: Defeat 6 unique enemy types,MOONCAT: Defeat 6 unique enemy types,5.3,8.5,3,Other,,,https://ufo50.bingo/match/ojj9EhUQQKGMV03yl5Q9Gg,1773971987
Week 3,B1,,Aranq,Rollnaway,3/19/2026,Aranq,Rail Heist,"RAIL HEIST: LAZY-COPS allowed; Beat levels with a money crate in tact: Cargo Ambush, Guarded by Gat, Shifting Gears, Daring Duo","RAIL HEIST: LAZY-COPS allowed; Beat levels with a money crate in tact: {{rail_easy}}, {{rail_crate}}, {{rail_crate}}, {{rail_crate}}",9.2,23.4,8,Center,,,https://ufo50.bingo/match/ojj9EhUQQKGMV03yl5Q9Gg,1773971987
Week 3,B1,,Aranq,Rollnaway,3/19/2026,Rollnaway,General,Collect 7 gifts from games on this card,Collect {{gift_count}} gifts from games on this card,6.6,23.6,9,Other,,,https://ufo50.bingo/match/ojj9EhUQQKGMV03yl5Q9Gg,1773971987
Week 3,B1,,Aranq,Rollnaway,3/19/2026,Rollnaway,Rakshasa,RAKSHASA: Beat the green bridge mini-boss by arriving w/ 4+ skulls,RAKSHASA: Beat the green bridge mini-boss by arriving w/ 4+ skulls,8.5,17,7,Other,,,https://ufo50.bingo/match/ojj9EhUQQKGMV03yl5Q9Gg,1773971987
Week 3,B1,,Aranq,Rollnaway,3/19/2026,Rollnaway,Vainger,VAINGER: Obtain the Multi Mod from Latom Sector,VAINGER: Obtain the Multi Mod from Latom Sector,21.3,51.5,16,Other,,,https://ufo50.bingo/match/ojj9EhUQQKGMV03yl5Q9Gg,1773971987
Week 3,B1,,Aranq,Rollnaway,3/19/2026,Aranq,General,Defeat a boss in 6 games on this card,Defeat a boss in 6 games on this card,8,54.9,18,Diagonal,,,https://ufo50.bingo/match/ojj9EhUQQKGMV03yl5Q9Gg,1773971987
Week 3,B1,,Aranq,Rollnaway,3/19/2026,Rollnaway,Grimstone,GRIMSTONE: Collect the money from the burned house,GRIMSTONE: Collect the money from the burned house,3.3,27,10,Other,,,https://ufo50.bingo/match/ojj9EhUQQKGMV03yl5Q9Gg,1773971987
Week 3,B1,,Aranq,Rollnaway,3/19/2026,,Seaside Drive,SEASIDE DRIVE: Destroy the UFO in stage 3,SEASIDE DRIVE: Destroy the UFO in stage 3,,,,Diagonal,,,https://ufo50.bingo/match/ojj9EhUQQKGMV03yl5Q9Gg,1773971987
