Week,Tier,#,Player 1,Player 2,Date,Completed by,Game,Goal,Source goal,Time (mins),Completed at (mins into match),Order,Square type,Start VOD link,End VOD link,Match link,Created unixtime
Week 3,B1,,Aranq,Rollnaway,3/19/2026,Aranq,Waldorf's Journey,WALDORF'S JOURNEY: Have 4 puffins at once,WALDORF'S JOURNEY: Have 4 puffins at once,1.8,14.2,6,Other,,,https://ufo50.bingo/match/ojj9EhUQQKGMV03yl5Q9Gg,1773971987
Week 3,B1,,Aranq,Rollnaway,3/19/2026,Aranq,Hyper Contender,HYPER CONTENDER: Use PAST-RULE; beat Tournament Mode,HYPER CONTENDER: Use PAST-RULE; beat Tournament Mode,5.1,28.5,11,Diagonal,,,https://ufo50.bingo/match/ojj9EhUQQKGMV03yl5Q9Gg,1773971987
Week 3,B1,,Aranq,Rollnaway,3/19/2026,Aranq,Fist Hell,FIST HELL: Beat the 2nd scare,FIST HELL: Beat the 2nd scare,7.3,35.9,13,Other,,,https://ufo50.bingo/match/ojj9EhUQQKGMV03yl5Q9Gg,1773971987
Week 3,B1,,Aranq,Rollnaway,3/19/2026,Aranq,Seaside Drive,SEASIDE DRIVE: Collect a coin by winning a bonus game,SEASIDE DRIVE: Collect a coin by winning a bonus game,3,12.4,5,Other,,,https://ufo50.bingo/match/ojj9EhUQQKGMV03yl5Q9Gg,1773971987
Week 3,B1,,Aranq,Rollnaway,3/19/2026,Aranq,Onion Delivery,ONION DELIVERY: Gold disk,ONION DELIVERY: Gold disk,4.9,40.7,14,Other,,,https://ufo50.bingo/match/ojj9EhUQQKGMV03yl5Q9Gg,1773971987
Week 3,B1,,Aranq,Rollnaway,3/19/2026,Rollnaway,General,"METROIDVANIA: Collect 6 abilities across Porgy, Vainger, and Golfaria","METROIDVANIA: Collect 6 abilities across Porgy, Vainger, and Golfaria",3,54.5,17,Diagonal,,,https://ufo50.bingo/match/ojj9EhUQQKGMV03yl5Q9Gg,1773971987
Week 3,C2,,FlannelKat,Sabera,3/19/2026,,Bug Hunter,BUG HUNTER: Complete a job with your energy maxed out,BUG HUNTER: Complete a job with your energy maxed out,,,,Diagonal,,,https://ufo50.bingo/match/CT1RpThzQo-jcU3m_CJKgA,1773974302
Week 3,C2,,FlannelKat,Sabera,3/19/2026,Sabera,Attactics,ATTACTICS: Have 3 Heroes at once (Ranked or Survival Mode),ATTACTICS: Have 3 Heroes at once (Ranked or Survival Mode),11.3,79.5,19,Other,https://youtu.be/7TA3G2pReT4?t=4332,https://youtu.be/7TA3G2pReT4?t=5012,https://ufo50.bingo/match/CT1RpThzQo-jcU3m_CJKgA,1773974302
Week 3,C2,,FlannelKat,Sabera,3/19/2026,FlannelKat,Waldorf's Journey,WALDORF'S JOURNEY: Have 50 shells at once while outside the palace,WALDORF'S JOURNEY: Have 50 shells at once while outside the palace,2,76.4,18,Other,https://youtu.be/7TA3G2pReT4?t=4703,https://youtu.be/7TA3G2pReT4?t=4825,https://ufo50.bingo/match/CT1RpThzQo-jcU3m_CJKgA,1773974302
Week 3,C2,,FlannelKat,Sabera,3/19/2026,,General,Defeat a boss in 6 games on this card,Defeat a boss in 6 games on this card,,,,Other,,,https://ufo50.bingo/match/CT1RpThzQo-jcU3m_CJKgA,1773974302
Week 3,C2,,FlannelKat,Sabera,3/19/2026,,Lords of Diskonia,LORDS OF DISKONIA: Win a Full War on Knight+ Difficulty,LORDS OF DISKONIA: Win a Full War on Knight+ Difficulty,,,,Diagonal,,,https://ufo50.bingo/match/CT1RpThzQo-jcU3m_CJKgA,1773974302
Week 3,C2,,FlannelKat,Sabera,3/19/2026,FlannelKat,Star Waspir,"STAR WASPIR: Score 50,000+ points","STAR WASPIR: Score 50,000+ points",2.7,24.8,8,Other,https://youtu.be/7TA3G2pReT4?t=1569,https://youtu.be/7TA3G2pReT4?t=1732,https://ufo50.bingo/match/CT1RpThzQo-jcU3m_CJKgA,1773974302
Week 3,C2,,FlannelKat,Sabera,3/19/2026,Sabera,General,"RACER: Win 12 races across Paint Chase, The Big Bell Race, and Quibble Race","RACER: Win 12 races across Paint Chase, The Big Bell Race, and Quibble Race",6.1,56.8,13,Diagonal,https://youtu.be/7TA3G2pReT4?t=3280,https://youtu.be/7TA3G2pReT4?t=3647,https://ufo50.bingo/match/CT1RpThzQo-jcU3m_CJKgA,1773974302
Week 3,C2,,FlannelKat,Sabera,3/19/2026,FlannelKat,Hyper Contender,HYPER CONTENDER: Win 3 fights in one run on Hyper difficulty (default ring settings),HYPER CONTENDER: Win 3 fights in one run on Hyper difficulty (default ring settings),4.5,22.1,7,Other,https://youtu.be/7TA3G2pReT4?t=1299,https://youtu.be/7TA3G2pReT4?t=1569,https://ufo50.bingo/match/CT1RpThzQo-jcU3m_CJKgA,1773974302
Week 3,C2,,FlannelKat,Sabera,3/19/2026,FlannelKat,Fist Hell,FIST HELL: Beat the 2nd scare,FIST HELL: Beat the 2nd scare,7.4,7.4,2,Diagonal,https://youtu.be/7TA3G2pReT4?t=242,https://youtu.be/7TA3G2pReT4?t=689,https://ufo50.bingo/match/CT1RpThzQo-jcU3m_CJKgA,1773974302
Week 3,C2,,FlannelKat,Sabera,3/19/2026,FlannelKat,Vainger,VAINGER: Collect 3 pickups,VAINGER: Collect 3 pickups,5.1,12.6,3,Other,https://youtu.be/7TA3G2pReT4?t=689,https://youtu.be/7TA3G2pReT4?t=996,https://ufo50.bingo/match/CT1RpThzQo-jcU3m_CJKgA,1773974302
Week 3,C2,,FlannelKat,Sabera,3/19/2026,Sabera,Cyber Owls,CYBER OWLS: Clear Moscow with 1200+ score,CYBER OWLS: Clear Moscow with 1200+ score,22.2,50.6,12,Other,https://youtu.be/7TA3G2pReT4?t=1948,https://youtu.be/7TA3G2pReT4?t=3280,https://ufo50.bingo/match/CT1RpThzQo-jcU3m_CJKgA,1773974302
Week 3,C2,,FlannelKat,Sabera,3/19/2026,Sabera,Mortol II,MORTOL II: Gold disk without blowing anything up,MORTOL II: Gold disk without blowing anything up,9.8,28.4,9,Other,https://youtu.be/7TA3G2pReT4?t=1360,https://youtu.be/7TA3G2pReT4?t=1948,https://ufo50.bingo/match/CT1RpThzQo-jcU3m_CJKgA,1773974302
Week 3,C2,,FlannelKat,Sabera,3/19/2026,Sabera,Barbuta,BARBUTA: Speak to 2 different Bean NPCs,BARBUTA: Speak to 2 different Bean NPCs,2.8,2.8,1,Center,https://youtu.be/7TA3G2pReT4?t=242,https://youtu.be/7TA3G2pReT4?t=408,https://ufo50.bingo/match/CT1RpThzQo-jcU3m_CJKgA,1773974302
Week 3,C2,,FlannelKat,Sabera,3/19/2026,,Lords of Diskonia,LORDS OF DISKONIA: Beat Narrow Pass,LORDS OF DISKONIA: Beat Narrow Pass,,,,Other,,,https://ufo50.bingo/match/CT1RpThzQo-jcU3m_CJKgA,1773974302
Week 3,C2,,FlannelKat,Sabera,3/19/2026,FlannelKat,General,Cherry disk 2 games on this card,Cherry disk {{cherry_count}} games on this card,22.6,65.5,14,Other,https://youtu.be/7TA3G2pReT4?t=2817,https://youtu.be/7TA3G2pReT4?t=4171,https://ufo50.bingo/match/CT1RpThzQo-jcU3m_CJKgA,1773974302
Week 3,C2,,FlannelKat,Sabera,3/19/2026,FlannelKat,Fist Hell,FIST HELL: Reach wave 7 in the gym,FIST HELL: Reach wave 7 in the gym,3.2,79.6,20,Other,https://youtu.be/7TA3G2pReT4?t=4825,https://youtu.be/7TA3G2pReT4?t=5019,https://ufo50.bingo/match/CT1RpThzQo-jcU3m_CJKgA,1773974302
Week 3,C2,,FlannelKat,Sabera,3/19/2026,Sabera,Mini & Max,MINI & MAX: Return the stolen Termite Egg to the outlet,MINI & MAX: Return the stolen Termite Egg to the outlet,3.5,18.6,6,Diagonal,https://youtu.be/7TA3G2pReT4?t=1148,https://youtu.be/7TA3G2pReT4?t=1360,https://ufo50.bingo/match/CT1RpThzQo-jcU3m_CJKgA,1773974302
Week 3,C2,,FlannelKat,Sabera,3/19/2026,FlannelKat,General,Beat 2 levels in 6 games on this card,Beat 2 levels in 6 games on this card,5.5,71,16,Other,https://youtu.be/7TA3G2pReT4?t=4171,https://youtu.be/7TA3G2pReT4?t=4504,https://ufo50.bingo/match/CT1RpThzQo-jcU3m_CJKgA,1773974302
Week 3,C2,,FlannelKat,Sabera,3/19/2026,Sabera,Overbold,OVERBOLD: Cherry Disk,OVERBOLD: Cherry Disk,11.4,68.2,15,Diagonal,https://youtu.be/7TA3G2pReT4?t=3647,https://youtu.be/7TA3G2pReT4?t=4332,https://ufo50.bingo/match/CT1RpThzQo-jcU3m_CJKgA,1773974302
Week 3,C2,,FlannelKat,Sabera,3/19/2026,,Bug Hunter,BUG HUNTER: Complete a job,BUG HUNTER: Complete a job,,,,Other,,,https://ufo50.bingo/match/CT1RpThzQo-jcU3m_CJKgA,1773974302
Week 3,C2,,FlannelKat,Sabera,3/19/2026,FlannelKat,General,Collect 6 gifts from games on this card,Collect {{gift_count}} gifts from games on this card,7.3,42.9,11,Diagonal,https://youtu.be/7TA3G2pReT4?t=2382,https://youtu.be/7TA3G2pReT4?t=2817,https://ufo50.bingo/match/CT1RpThzQo-jcU3m_CJKgA,1773974302
Week 3,C2,,FlannelKat,Sabera,3/19/2026,FlannelKat,Barbuta,BARBUTA: Defeat the Mimic,BARBUTA: Defeat the Mimic,10.8,35.7,10,Other,https://youtu.be/7TA3G2pReT4?t=1732,https://youtu.be/7TA3G2pReT4?t=2382,https://ufo50.bingo/match/CT1RpThzQo-jcU3m_CJKgA,1773974302
Week 3,C2,,FlannelKat,Sabera,3/19/2026,Sabera,The Big Bell Race,THE BIG BELL RACE: Reach 45+ points,THE BIG BELL RACE: Reach 45+ points,12.3,15.1,4,Other,https://youtu.be/7TA3G2pReT4?t=408,https://youtu.be/7TA3G2pReT4?t=1148,https://ufo50.bingo/match/CT1RpThzQo-jcU3m_CJKgA,1773974302
Week 3,C2,,FlannelKat,Sabera,3/19/2026,FlannelKat,Waldorf's Journey,WALDORF'S JOURNEY: Have 4 puffins at once,WALDORF'S JOURNEY: Have 4 puffins at once,3.3,74.4,17,Other,https://youtu.be/7TA3G2pReT4?t=4504,https://youtu.be/7TA3G2pReT4?t=4703,https://ufo50.bingo/match/CT1RpThzQo-jcU3m_CJKgA,1773974302
Week 3,C2,,FlannelKat,Sabera,3/19/2026,FlannelKat,Divers,DIVERS: Open 3 chests that do not contain money,DIVERS: Open 3 chests that do not contain money,5.1,17.6,5,Diagonal,https://youtu.be/7TA3G2pReT4?t=996,https://youtu.be/7TA3G2pReT4?t=1299,https://ufo50.bingo/match/CT1RpThzQo-jcU3m_CJKgA,1773974302
Week 3,A,1,Flesh177,morraconda,3/20/2026,morraconda,Rail Heist,"RAIL HEIST: LAZY-COPS allowed; Beat levels with a money crate in tact: High Alert, Shifting Gears, Vault Robbery, Cow Poke","RAIL HEIST: LAZY-COPS allowed; Beat levels with a money crate in tact: {{rail_easy}}, {{rail_crate}}, {{rail_crate}}, {{rail_crate}}",5.8,103.4,25,Diagonal,https://youtu.be/VlBlXNIkhzY?t=6425,https://youtu.be/VlBlXNIkhzY?t=6772,https://ufo50.bingo/match/Ybg-Bdi9RNi32YKGD9Butg,1773996025
Week 3,A,1,Flesh177,morraconda,3/20/2026,Flesh177,Elfazar's Hat,ELFAZAR'S HAT: Clear stages 1 & 2 without upgrades or healing,ELFAZAR'S HAT: Clear stages 1 & 2 without upgrades or healing,4.1,26,10,Other,https://youtu.be/VlBlXNIkhzY?t=1881,https://youtu.be/VlBlXNIkhzY?t=2125,https://ufo50.bingo/match/Ybg-Bdi9RNi32YKGD9Butg,1773996025
Week 3,A,1,Flesh177,morraconda,3/20/2026,morraconda,Planet Zoldath,PLANET ZOLDATH: Collect the trade Map Piece,PLANET ZOLDATH: Collect the trade Map Piece,9.5,40.7,14,Other,https://youtu.be/VlBlXNIkhzY?t=2441,https://youtu.be/VlBlXNIkhzY?t=3008,https://ufo50.bingo/match/Ybg-Bdi9RNi32YKGD9Butg,1773996025
Week 3,A,1,Flesh177,morraconda,3/20/2026,morraconda,Warptank,"WARPTANK: SLIM-TANK allowed; Beat sectors: Stare, Orb, and Sore","WARPTANK: SLIM-TANK allowed; Beat sectors: Stare, Orb, and Sore",14.8,28.5,11,Other,https://youtu.be/VlBlXNIkhzY?t=1388,https://youtu.be/VlBlXNIkhzY?t=2277,https://ufo50.bingo/match/Ybg-Bdi9RNi32YKGD9Butg,1773996025
Week 3,A,1,Flesh177,morraconda,3/20/2026,Flesh177,General,Beat 8 levels in 3 games on this card,Beat 8 levels in 3 games on this card,1,48.7,18,Diagonal,https://youtu.be/VlBlXNIkhzY?t=3432,https://youtu.be/VlBlXNIkhzY?t=3491,https://ufo50.bingo/match/Ybg-Bdi9RNi32YKGD9Butg,1773996025
Week 3,A,1,Flesh177,morraconda,3/20/2026,morraconda,Golfaria,GOLFARIA: Show 20%+ completion in the library,GOLFARIA: Show 20%+ completion in the library,1.8,5.1,3,Other,https://youtu.be/VlBlXNIkhzY?t=766,https://youtu.be/VlBlXNIkhzY?t=874,https://ufo50.bingo/match/Ybg-Bdi9RNi32YKGD9Butg,1773996025
Week 3,A,1,Flesh177,morraconda,3/20/2026,Flesh177,Magic Garden,MAGIC GARDEN: Use OVER-GROW; save 30+ oppies in a run,MAGIC GARDEN: Use OVER-GROW; save 30+ oppies in a run,1.5,1.5,1,Diagonal,https://youtu.be/VlBlXNIkhzY?t=566,https://youtu.be/VlBlXNIkhzY?t=657,https://ufo50.bingo/match/Ybg-Bdi9RNi32YKGD9Butg,1773996025
Week 3,A,1,Flesh177,morraconda,3/20/2026,Flesh177,General,Defeat a boss in 6 games on this card,Defeat a boss in 6 games on this card,7.3,21.9,9,Other,https://youtu.be/VlBlXNIkhzY?t=1443,https://youtu.be/VlBlXNIkhzY?t=1881,https://ufo50.bingo/match/Ybg-Bdi9RNi32YKGD9Butg,1773996025
Week 3,A,1,Flesh177,morraconda,3/20/2026,Flesh177,Mooncat,MOONCAT: Spawn 3 different sets of egg blocks,MOONCAT: Spawn 3 different sets of egg blocks,3.1,47.8,17,Diagonal,https://youtu.be/VlBlXNIkhzY?t=3246,https://youtu.be/VlBlXNIkhzY?t=3432,https://ufo50.bingo/match/Ybg-Bdi9RNi32YKGD9Butg,1773996025
Week 3,A,1,Flesh177,morraconda,3/20/2026,Flesh177,Barbuta,BARBUTA: Fill 5 item slots (you start at 1),BARBUTA: Fill 5 item slots (you start at 1),5.2,10.6,6,Other,https://youtu.be/VlBlXNIkhzY?t=888,https://youtu.be/VlBlXNIkhzY?t=1201,https://ufo50.bingo/match/Ybg-Bdi9RNi32YKGD9Butg,1773996025
Week 3,A,1,Flesh177,morraconda,3/20/2026,morraconda,General,Collect 6 gifts from games on this card,Collect {{gift_count}} gifts from games on this card,5.5,46.2,16,Other,https://youtu.be/VlBlXNIkhzY?t=3008,https://youtu.be/VlBlXNIkhzY?t=3337,https://ufo50.bingo/match/Ybg-Bdi9RNi32YKGD9Butg,1773996025
Week 3,A,1,Flesh177,morraconda,3/20/2026,Flesh177,Campanella,CAMPANELLA: Defeat the Stage B Boss,CAMPANELLA: Defeat the Stage B Boss,3.8,5.4,4,Other,https://youtu.be/VlBlXNIkhzY?t=657,https://youtu.be/VlBlXNIkhzY?t=888,https://ufo50.bingo/match/Ybg-Bdi9RNi32YKGD9Butg,1773996025
Week 3,A,1,Flesh177,morraconda,3/20/2026,morraconda,Party House,PARTY HOUSE: Use VIPS-ONLY; Beat seed 424019,PARTY HOUSE: Use VIPS-ONLY; Beat seed {{dig1}}{{dig2}}{{dig3}}{{dig4}}{{dig5}}{{dig6}},5,10.1,5,Center,https://youtu.be/VlBlXNIkhzY?t=874,https://youtu.be/VlBlXNIkhzY?t=1172,https://ufo50.bingo/match/Ybg-Bdi9RNi32YKGD9Butg,1773996025
Week 3,A,1,Flesh177,morraconda,3/20/2026,Flesh177,Mini & Max,MINI & MAX: Have 350+ shinies at once,MINI & MAX: Have 350+ shinies at once,36.2,84.9,22,Other,https://youtu.be/VlBlXNIkhzY?t=3491,https://youtu.be/VlBlXNIkhzY?t=5662,https://ufo50.bingo/match/Ybg-Bdi9RNi32YKGD9Butg,1773996025
Week 3,A,1,Flesh177,morraconda,3/20/2026,morraconda,Lords of Diskonia,LORDS OF DISKONIA: Have 5 enemy disks drown,LORDS OF DISKONIA: Have 5 enemy disks drown,2.7,31.2,13,Other,https://youtu.be/VlBlXNIkhzY?t=2277,https://youtu.be/VlBlXNIkhzY?t=2441,https://ufo50.bingo/match/Ybg-Bdi9RNi32YKGD9Butg,1773996025
Week 3,A,1,Flesh177,morraconda,3/20/2026,morraconda,Hyper Contender,HYPER CONTENDER: Use PAST-RULE; beat Tournament Mode,HYPER CONTENDER: Use PAST-RULE; beat Tournament Mode,4.5,56.8,20,Other,https://youtu.be/VlBlXNIkhzY?t=3701,https://youtu.be/VlBlXNIkhzY?t=3973,https://ufo50.bingo/match/Ybg-Bdi9RNi32YKGD9Butg,1773996025
Week 3,A,1,Flesh177,morraconda,3/20/2026,morraconda,Valbrace,VALBRACE: Level up at two thrones & defeat the Phantom Knight on Floor 2,VALBRACE: Level up at two thrones & defeat the Phantom Knight on Floor 2,6.1,52.2,19,Diagonal,https://youtu.be/VlBlXNIkhzY?t=3337,https://youtu.be/VlBlXNIkhzY?t=3701,https://ufo50.bingo/match/Ybg-Bdi9RNi32YKGD9Butg,1773996025
Week 3,A,1,Flesh177,morraconda,3/20/2026,morraconda,Mini & Max,MINI & MAX: Collect the reward from 2 spiders' quests,MINI & MAX: Collect the reward from 2 spiders' quests,3.6,13.7,7,Other,https://youtu.be/VlBlXNIkhzY?t=1172,https://youtu.be/VlBlXNIkhzY?t=1388,https://ufo50.bingo/match/Ybg-Bdi9RNi32YKGD9Butg,1773996025
Week 3,A,1,Flesh177,morraconda,3/20/2026,Flesh177,General,"CAMPANELLA TRILOGY: Beat 5 total worlds across Campanella 1, 2, and 3","CAMPANELLA TRILOGY: Beat 5 total worlds across Campanella 1, 2, and 3",14.6,44.7,15,Diagonal,https://youtu.be/VlBlXNIkhzY?t=2372,https://youtu.be/VlBlXNIkhzY?t=3246,https://ufo50.bingo/match/Ybg-Bdi9RNi32YKGD9Butg,1773996025
Week 3,A,1,Flesh177,morraconda,3/20/2026,morraconda,Rakshasa,RAKSHASA: Beat the second stage,RAKSHASA: Beat the second stage,6.5,63.3,21,Other,https://youtu.be/VlBlXNIkhzY?t=3973,https://youtu.be/VlBlXNIkhzY?t=4365,https://ufo50.bingo/match/Ybg-Bdi9RNi32YKGD9Butg,1773996025
Week 3,A,1,Flesh177,morraconda,3/20/2026,Flesh177,Rakshasa,RAKSHASA: Destroy 4 bug nests with your weapon in one run,RAKSHASA: Destroy 4 bug nests with your weapon in one run,4,14.6,8,Diagonal,https://youtu.be/VlBlXNIkhzY?t=1201,https://youtu.be/VlBlXNIkhzY?t=1443,https://ufo50.bingo/match/Ybg-Bdi9RNi32YKGD9Butg,1773996025
Week 3,A,1,Flesh177,morraconda,3/20/2026,Flesh177,General,Gold disk 4 games on this card,Gold disk {{gold_count}} games on this card,4.5,89.4,23,Other,https://youtu.be/VlBlXNIkhzY?t=5662,https://youtu.be/VlBlXNIkhzY?t=5932,https://ufo50.bingo/match/Ybg-Bdi9RNi32YKGD9Butg,1773996025
Week 3,A,1,Flesh177,morraconda,3/20/2026,Flesh177,Elfazar's Hat,ELFAZAR'S HAT: Clear Stage 3,ELFAZAR'S HAT: Clear Stage 3,4.1,30.1,12,Other,https://youtu.be/VlBlXNIkhzY?t=2125,https://youtu.be/VlBlXNIkhzY?t=2372,https://ufo50.bingo/match/Ybg-Bdi9RNi32YKGD9Butg,1773996025
Week 3,A,1,Flesh177,morraconda,3/20/2026,morraconda,Golfaria,GOLFARIA: Obtain the Brakes,GOLFARIA: Obtain the Brakes,3.3,3.3,2,Other,https://youtu.be/VlBlXNIkhzY?t=566,https://youtu.be/VlBlXNIkhzY?t=766,https://ufo50.bingo/match/Ybg-Bdi9RNi32YKGD9Butg,1773996025
Week 3,A,1,Flesh177,morraconda,3/20/2026,morraconda,Warptank,"WARPTANK: SLIM-TANK allowed; beat sectors: Shock, Soft, and Riot","WARPTANK: SLIM-TANK allowed; beat sectors: Shock, Soft, and Riot",34.3,97.7,24,Diagonal,https://youtu.be/VlBlXNIkhzY?t=4365,https://youtu.be/VlBlXNIkhzY?t=6425,https://ufo50.bingo/match/Ybg-Bdi9RNi32YKGD9Butg,1773996025
Week 3,A,2,Flesh177,morraconda,3/20/2026,morraconda,Rail Heist,"RAIL HEIST: LAZY-COPS allowed; Beat levels with 3/3 stars: Cargo Ambush, Fowl Business, Rescue Mission","RAIL HEIST: LAZY-COPS allowed; Beat levels with 3/3 stars: {{rail_easy}}, {{rail_stars}}, {{rail_stars}}",18.2,44.5,16,Diagonal,https://youtu.be/VlBlXNIkhzY?t=9795,https://youtu.be/VlBlXNIkhzY?t=10886,https://ufo50.bingo/match/YLGqbZeqSTas_RZ7XI9vfQ,1774008790
Week 3,A,2,Flesh177,morraconda,3/20/2026,,Campanella 3,CAMPANELLA 3: Earn 3 star waves in Stage C,CAMPANELLA 3: Earn 3 star waves in Stage C,,,,Other,,,https://ufo50.bingo/match/YLGqbZeqSTas_RZ7XI9vfQ,1774008790
Week 3,A,2,Flesh177,morraconda,3/20/2026,,Combatants,COMBATANTS: ANTS-ANTS allowed; Beat Surprise! & Spidernest,COMBATANTS: ANTS-ANTS allowed; Beat {{ants_med}} & {{ants_med}},,,,Other,,,https://ufo50.bingo/match/YLGqbZeqSTas_RZ7XI9vfQ,1774008790
Week 3,A,2,Flesh177,morraconda,3/20/2026,morraconda,Elfazar's Hat,ELFAZAR'S HAT: Get three different level 2 upgrades in a run,ELFAZAR'S HAT: Get three different level 2 upgrades in a run,2.9,4.8,2,Other,https://youtu.be/VlBlXNIkhzY?t=8329,https://youtu.be/VlBlXNIkhzY?t=8504,https://ufo50.bingo/match/YLGqbZeqSTas_RZ7XI9vfQ,1774008790
Week 3,A,2,Flesh177,morraconda,3/20/2026,,General,Defeat 2 bosses in 4 games on this card,Defeat 2 bosses in 4 games on this card,,,,Diagonal,,,https://ufo50.bingo/match/YLGqbZeqSTas_RZ7XI9vfQ,1774008790
Week 3,A,2,Flesh177,morraconda,3/20/2026,Flesh177,Paint Chase,PAINT CHASE: Beat 5 different courses with no enemies remaining,PAINT CHASE: Beat 5 different courses with no enemies remaining,5.4,14.8,7,Other,https://youtu.be/VlBlXNIkhzY?t=8785,https://youtu.be/VlBlXNIkhzY?t=9108,https://ufo50.bingo/match/YLGqbZeqSTas_RZ7XI9vfQ,1774008790
Week 3,A,2,Flesh177,morraconda,3/20/2026,morraconda,Rakshasa,RAKSHASA: Destroy 4 bug nests with your weapon in one run,RAKSHASA: Destroy 4 bug nests with your weapon in one run,1.6,19.7,10,Diagonal,https://youtu.be/VlBlXNIkhzY?t=9305,https://youtu.be/VlBlXNIkhzY?t=9402,https://ufo50.bingo/match/YLGqbZeqSTas_RZ7XI9vfQ,1774008790
Week 3,A,2,Flesh177,morraconda,3/20/2026,Flesh177,General,Collect 7 gifts from games on this card,Collect {{gift_count}} gifts from games on this card,1.9,36.2,14,Other,https://youtu.be/VlBlXNIkhzY?t=10278,https://youtu.be/VlBlXNIkhzY?t=10390,https://ufo50.bingo/match/YLGqbZeqSTas_RZ7XI9vfQ,1774008790
Week 3,A,2,Flesh177,morraconda,3/20/2026,,Avianos,AVIANOS: BLUE-BEAK allowed; Beat Trial 4,AVIANOS: BLUE-BEAK allowed; Beat Trial 4,,,,Diagonal,,,https://ufo50.bingo/match/YLGqbZeqSTas_RZ7XI9vfQ,1774008790
Week 3,A,2,Flesh177,morraconda,3/20/2026,,Rock On! Island,ROCK ON! ISLAND: CLUB-PASS allowed; perfect Wasteland,ROCK ON! ISLAND: CLUB-PASS allowed; perfect Wasteland,,,,Other,,,https://ufo50.bingo/match/YLGqbZeqSTas_RZ7XI9vfQ,1774008790
Week 3,A,2,Flesh177,morraconda,3/20/2026,,General,Cherry disk 2 games on this card,Cherry disk {{cherry_count}} games on this card,,,,Other,,,https://ufo50.bingo/match/YLGqbZeqSTas_RZ7XI9vfQ,1774008790
Week 3,A,2,Flesh177,morraconda,3/20/2026,Flesh177,Barbuta,BARBUTA: Defeat the Mimic,BARBUTA: Defeat the Mimic,8.2,44.4,15,Other,https://youtu.be/VlBlXNIkhzY?t=10390,https://youtu.be/VlBlXNIkhzY?t=10884,https://ufo50.bingo/match/YLGqbZeqSTas_RZ7XI9vfQ,1774008790
Week 3,A,2,Flesh177,morraconda,3/20/2026,morraconda,Valbrace,VALBRACE: Obtain the Zweihander,VALBRACE: Obtain the Zweihander,2.7,13.6,6,Center,https://youtu.be/VlBlXNIkhzY?t=8873,https://youtu.be/VlBlXNIkhzY?t=9035,https://ufo50.bingo/match/YLGqbZeqSTas_RZ7XI9vfQ,1774008790
Week 3,A,2,Flesh177,morraconda,3/20/2026,Flesh177,Mooncat,MOONCAT: Spawn 3 different sets of egg blocks,MOONCAT: Spawn 3 different sets of egg blocks,4.2,9.5,4,Other,https://youtu.be/VlBlXNIkhzY?t=8531,https://youtu.be/VlBlXNIkhzY?t=8785,https://ufo50.bingo/match/YLGqbZeqSTas_RZ7XI9vfQ,1774008790
Week 3,A,2,Flesh177,morraconda,3/20/2026,Flesh177,Devilition,DEVILITION: Beat 3 rounds in a run while placing the maximum number of pieces each round,DEVILITION: Beat 3 rounds in a run while placing the maximum number of pieces each round,3.8,34.3,13,Other,https://youtu.be/VlBlXNIkhzY?t=10048,https://youtu.be/VlBlXNIkhzY?t=10278,https://ufo50.bingo/match/YLGqbZeqSTas_RZ7XI9vfQ,1774008790
Week 3,A,2,Flesh177,morraconda,3/20/2026,,Porgy,PORGY: Defeat a boss,PORGY: Defeat a boss,,,,Other,,,https://ufo50.bingo/match/YLGqbZeqSTas_RZ7XI9vfQ,1774008790
Week 3,A,2,Flesh177,morraconda,3/20/2026,morraconda,Mortol,MORTOL: Have 50+ Lives,MORTOL: Have 50+ Lives,6.1,10.9,5,Diagonal,https://youtu.be/VlBlXNIkhzY?t=8504,https://youtu.be/VlBlXNIkhzY?t=8873,https://ufo50.bingo/match/YLGqbZeqSTas_RZ7XI9vfQ,1774008790
Week 3,A,2,Flesh177,morraconda,3/20/2026,Flesh177,Bushido Ball,BUSHIDO BALL: Win 2 rounds in a tournament (laws on),BUSHIDO BALL: Win 2 rounds in a tournament (laws on),5.2,5.2,3,Other,https://youtu.be/VlBlXNIkhzY?t=8218,https://youtu.be/VlBlXNIkhzY?t=8531,https://ufo50.bingo/match/YLGqbZeqSTas_RZ7XI9vfQ,1774008790
Week 3,A,2,Flesh177,morraconda,3/20/2026,morraconda,General,Beat 2 levels in 6 games on this card,Beat 2 levels in 6 games on this card,6.6,26.3,11,Diagonal,https://youtu.be/VlBlXNIkhzY?t=9402,https://youtu.be/VlBlXNIkhzY?t=9795,https://ufo50.bingo/match/YLGqbZeqSTas_RZ7XI9vfQ,1774008790
Week 3,A,2,Flesh177,morraconda,3/20/2026,,Ninpek,NINPEK: Collect a coffee without ever firing a shot,NINPEK: Collect a coffee without ever firing a shot,,,,Other,,,https://ufo50.bingo/match/YLGqbZeqSTas_RZ7XI9vfQ,1774008790
Week 3,A,2,Flesh177,morraconda,3/20/2026,morraconda,Block Koala,BLOCK KOALA: Beat 3 story levels without using the undo button,BLOCK KOALA: Beat 3 story levels without using the undo button,1.8,1.8,1,Diagonal,https://youtu.be/VlBlXNIkhzY?t=8218,https://youtu.be/VlBlXNIkhzY?t=8329,https://ufo50.bingo/match/YLGqbZeqSTas_RZ7XI9vfQ,1774008790
